highest,monthYear,count,country
Jobs,2012-05-01,2,KAZ
Jobs,2012-06-01,0,KAZ
Jobs,2012-07-01,0,KAZ
Jobs,2012-08-01,0,KAZ
Jobs,2012-09-01,0,KAZ
Jobs,2012-10-01,0,KAZ
Jobs,2012-11-01,1,KAZ
Jobs,2012-12-01,0,KAZ
Jobs,2013-01-01,3,KAZ
Jobs,2013-02-01,0,KAZ
Jobs,2013-03-01,1,KAZ
Jobs,2013-04-01,1,KAZ
Jobs,2013-05-01,1,KAZ
Jobs,2013-06-01,2,KAZ
Jobs,2013-07-01,0,KAZ
Jobs,2013-08-01,1,KAZ
Jobs,2013-09-01,1,KAZ
Jobs,2013-10-01,0,KAZ
Jobs,2013-11-01,1,KAZ
Jobs,2013-12-01,0,KAZ
Jobs,2014-01-01,1,KAZ
Jobs,2014-02-01,1,KAZ
Jobs,2014-03-01,0,KAZ
Jobs,2014-04-01,1,KAZ
Jobs,2014-05-01,1,KAZ
Jobs,2014-06-01,1,KAZ
Jobs,2014-07-01,0,KAZ
Jobs,2014-08-01,7,KAZ
Jobs,2014-09-01,1,KAZ
Jobs,2014-10-01,0,KAZ
Jobs,2014-11-01,0,KAZ
Jobs,2014-12-01,0,KAZ
Jobs,2015-01-01,1,KAZ
Jobs,2015-02-01,0,KAZ
Jobs,2015-03-01,0,KAZ
Jobs,2015-04-01,0,KAZ
Jobs,2015-05-01,1,KAZ
Jobs,2015-06-01,1,KAZ
Jobs,2015-07-01,1,KAZ
Jobs,2015-08-01,0,KAZ
Jobs,2015-09-01,1,KAZ
Jobs,2011-05-01,0,KEN
Jobs,2011-06-01,0,KEN
Jobs,2011-07-01,0,KEN
Jobs,2011-08-01,0,KEN
Jobs,2011-09-01,0,KEN
Jobs,2011-10-01,1,KEN
Jobs,2011-11-01,0,KEN
Jobs,2011-12-01,0,KEN
Jobs,2012-01-01,0,KEN
Jobs,2012-02-01,1,KEN
Jobs,2012-03-01,0,KEN
Jobs,2012-04-01,0,KEN
Jobs,2012-05-01,0,KEN
Jobs,2012-06-01,1,KEN
Jobs,2012-07-01,0,KEN
Jobs,2012-08-01,1,KEN
Jobs,2012-09-01,0,KEN
Jobs,2012-10-01,0,KEN
Jobs,2012-11-01,0,KEN
Jobs,2012-12-01,0,KEN
Jobs,2013-01-01,0,KEN
Jobs,2013-02-01,0,KEN
Jobs,2013-03-01,0,KEN
Jobs,2013-04-01,0,KEN
Jobs,2013-05-01,1,KEN
Jobs,2013-06-01,0,KEN
Jobs,2013-07-01,0,KEN
Jobs,2013-08-01,0,KEN
Jobs,2013-09-01,0,KEN
Jobs,2013-10-01,0,KEN
Jobs,2013-11-01,0,KEN
Jobs,2013-12-01,0,KEN
Jobs,2014-01-01,0,KEN
Jobs,2014-02-01,0,KEN
Jobs,2014-03-01,1,KEN
Jobs,2014-04-01,1,KEN
Jobs,2014-05-01,1,KEN
Jobs,2014-06-01,0,KEN
Jobs,2014-07-01,0,KEN
Jobs,2014-08-01,0,KEN
Jobs,2014-09-01,0,KEN
Jobs,2014-10-01,0,KEN
Jobs,2014-11-01,0,KEN
Jobs,2014-12-01,0,KEN
Jobs,2015-01-01,0,KEN
Jobs,2015-02-01,0,KEN
Jobs,2015-03-01,0,KEN
Jobs,2015-04-01,0,KEN
Jobs,2015-05-01,1,KEN
Jobs,2015-06-01,1,KEN
Jobs,2015-07-01,0,KEN
Jobs,2015-08-01,0,KEN
Jobs,2015-09-01,0,KEN
Jobs,2011-05-01,0,KGZ
Jobs,2011-06-01,0,KGZ
Jobs,2011-07-01,0,KGZ
Jobs,2011-08-01,0,KGZ
Jobs,2011-09-01,0,KGZ
Jobs,2011-10-01,0,KGZ
Jobs,2011-11-01,0,KGZ
Jobs,2011-12-01,0,KGZ
Jobs,2012-01-01,0,KGZ
Jobs,2012-02-01,0,KGZ
Jobs,2012-03-01,0,KGZ
Jobs,2012-04-01,0,KGZ
Jobs,2012-05-01,1,KGZ
Jobs,2012-06-01,0,KGZ
Jobs,2012-07-01,1,KGZ
Jobs,2012-08-01,0,KGZ
Jobs,2012-09-01,0,KGZ
Jobs,2012-10-01,0,KGZ
Jobs,2012-11-01,0,KGZ
Jobs,2012-12-01,0,KGZ
Jobs,2013-01-01,0,KGZ
Jobs,2013-02-01,0,KGZ
Jobs,2013-03-01,0,KGZ
Jobs,2013-04-01,0,KGZ
Jobs,2013-05-01,0,KGZ
Jobs,2013-06-01,0,KGZ
Jobs,2013-07-01,0,KGZ
Jobs,2013-08-01,0,KGZ
Jobs,2013-09-01,0,KGZ
Jobs,2013-10-01,0,KGZ
Jobs,2013-11-01,0,KGZ
Jobs,2013-12-01,0,KGZ
Jobs,2014-01-01,0,KGZ
Jobs,2014-02-01,0,KGZ
Jobs,2014-03-01,1,KGZ
Jobs,2014-04-01,0,KGZ
Jobs,2014-05-01,0,KGZ
Jobs,2014-06-01,0,KGZ
Jobs,2014-07-01,0,KGZ
Jobs,2014-08-01,1,KGZ
Jobs,2014-09-01,0,KGZ
Jobs,2014-10-01,0,KGZ
Jobs,2014-11-01,0,KGZ
Jobs,2014-12-01,0,KGZ
Jobs,2015-01-01,0,KGZ
Jobs,2015-02-01,0,KGZ
Jobs,2015-03-01,0,KGZ
Jobs,2015-04-01,0,KGZ
Jobs,2015-05-01,0,KGZ
Jobs,2015-06-01,0,KGZ
Jobs,2015-07-01,0,KGZ
Jobs,2015-08-01,0,KGZ
Jobs,2015-09-01,0,KGZ
Jobs,2011-05-01,1,KHM
Jobs,2011-06-01,0,KHM
Jobs,2011-07-01,0,KHM
Jobs,2011-08-01,0,KHM
Jobs,2011-09-01,0,KHM
Jobs,2011-10-01,0,KHM
Jobs,2011-11-01,0,KHM
Jobs,2011-12-01,0,KHM
Jobs,2012-01-01,1,KHM
Jobs,2012-02-01,0,KHM
Jobs,2012-03-01,0,KHM
Jobs,2012-04-01,0,KHM
Jobs,2012-05-01,0,KHM
Jobs,2012-06-01,0,KHM
Jobs,2012-07-01,0,KHM
Jobs,2012-08-01,0,KHM
Jobs,2012-09-01,0,KHM
Jobs,2012-10-01,0,KHM
Jobs,2012-11-01,0,KHM
Jobs,2012-12-01,0,KHM
Jobs,2013-01-01,0,KHM
Jobs,2013-02-01,0,KHM
Jobs,2013-03-01,0,KHM
Jobs,2013-04-01,0,KHM
Jobs,2013-05-01,2,KHM
Jobs,2013-06-01,0,KHM
Jobs,2013-07-01,0,KHM
Jobs,2013-08-01,0,KHM
Jobs,2013-09-01,0,KHM
Jobs,2013-10-01,0,KHM
Jobs,2013-11-01,0,KHM
Jobs,2013-12-01,0,KHM
Jobs,2014-01-01,0,KHM
Jobs,2014-02-01,1,KHM
Jobs,2014-03-01,0,KHM
Jobs,2014-04-01,0,KHM
Jobs,2014-05-01,0,KHM
Jobs,2014-06-01,0,KHM
Jobs,2014-07-01,0,KHM
Jobs,2014-08-01,0,KHM
Jobs,2014-09-01,0,KHM
Jobs,2014-10-01,0,KHM
Jobs,2014-11-01,0,KHM
Jobs,2014-12-01,0,KHM
Jobs,2015-01-01,0,KHM
Jobs,2015-02-01,0,KHM
Jobs,2015-03-01,1,KHM
Jobs,2015-04-01,0,KHM
Jobs,2015-05-01,0,KHM
Jobs,2015-06-01,0,KHM
Jobs,2015-07-01,0,KHM
Jobs,2015-08-01,0,KHM
Jobs,2015-09-01,0,KHM
Jobs,2011-05-01,0,KIR
Jobs,2011-06-01,0,KIR
Jobs,2011-07-01,0,KIR
Jobs,2011-08-01,0,KIR
Jobs,2011-09-01,0,KIR
Jobs,2011-10-01,0,KIR
Jobs,2011-11-01,0,KIR
Jobs,2011-12-01,0,KIR
Jobs,2012-01-01,0,KIR
Jobs,2012-02-01,0,KIR
Jobs,2012-03-01,0,KIR
Jobs,2012-04-01,0,KIR
Jobs,2012-05-01,0,KIR
Jobs,2012-06-01,0,KIR
Jobs,2012-07-01,0,KIR
Jobs,2012-08-01,0,KIR
Jobs,2012-09-01,0,KIR
Jobs,2012-10-01,0,KIR
Jobs,2012-11-01,0,KIR
Jobs,2012-12-01,0,KIR
Jobs,2013-01-01,0,KIR
Jobs,2013-02-01,0,KIR
Jobs,2013-03-01,0,KIR
Jobs,2013-04-01,0,KIR
Jobs,2013-05-01,0,KIR
Jobs,2013-06-01,0,KIR
Jobs,2013-07-01,0,KIR
Jobs,2013-08-01,0,KIR
Jobs,2013-09-01,0,KIR
Jobs,2013-10-01,0,KIR
Jobs,2013-11-01,0,KIR
Jobs,2013-12-01,0,KIR
Jobs,2014-01-01,0,KIR
Jobs,2014-02-01,0,KIR
Jobs,2014-03-01,0,KIR
Jobs,2014-04-01,0,KIR
Jobs,2014-05-01,0,KIR
Jobs,2014-06-01,0,KIR
Jobs,2014-07-01,0,KIR
Jobs,2014-08-01,0,KIR
Jobs,2014-09-01,0,KIR
Jobs,2014-10-01,0,KIR
Jobs,2014-11-01,0,KIR
Jobs,2014-12-01,0,KIR
Jobs,2015-01-01,0,KIR
Jobs,2015-02-01,0,KIR
Jobs,2015-03-01,0,KIR
Jobs,2015-04-01,0,KIR
Jobs,2015-05-01,1,KIR
Jobs,2015-06-01,0,KIR
Jobs,2015-07-01,0,KIR
Jobs,2015-08-01,0,KIR
Jobs,2015-09-01,0,KIR
Jobs,2011-05-01,0,KNA
Jobs,2011-06-01,0,KNA
Jobs,2011-07-01,0,KNA
Jobs,2011-08-01,0,KNA
Jobs,2011-09-01,0,KNA
Jobs,2011-10-01,0,KNA
Jobs,2011-11-01,0,KNA
Jobs,2011-12-01,0,KNA
Jobs,2012-01-01,0,KNA
Jobs,2012-02-01,0,KNA
Jobs,2012-03-01,0,KNA
Jobs,2012-04-01,0,KNA
Jobs,2012-05-01,0,KNA
Jobs,2012-06-01,0,KNA
Jobs,2012-07-01,0,KNA
Jobs,2012-08-01,0,KNA
Jobs,2012-09-01,0,KNA
Jobs,2012-10-01,0,KNA
Jobs,2012-11-01,0,KNA
Jobs,2012-12-01,0,KNA
Jobs,2013-01-01,0,KNA
Jobs,2013-02-01,0,KNA
Jobs,2013-03-01,0,KNA
Jobs,2013-04-01,0,KNA
Jobs,2013-05-01,0,KNA
Jobs,2013-06-01,0,KNA
Jobs,2013-07-01,0,KNA
Jobs,2013-08-01,0,KNA
Jobs,2013-09-01,0,KNA
Jobs,2013-10-01,0,KNA
Jobs,2013-11-01,0,KNA
Jobs,2013-12-01,0,KNA
Jobs,2014-01-01,0,KNA
Jobs,2014-02-01,0,KNA
Jobs,2014-03-01,0,KNA
Jobs,2014-04-01,0,KNA
Jobs,2014-05-01,0,KNA
Jobs,2014-06-01,0,KNA
Jobs,2014-07-01,0,KNA
Jobs,2014-08-01,0,KNA
Jobs,2014-09-01,0,KNA
Jobs,2014-10-01,0,KNA
Jobs,2014-11-01,0,KNA
Jobs,2014-12-01,0,KNA
Jobs,2015-01-01,0,KNA
Jobs,2015-02-01,0,KNA
Jobs,2015-03-01,0,KNA
Jobs,2015-04-01,0,KNA
Jobs,2015-05-01,0,KNA
Jobs,2015-06-01,0,KNA
Jobs,2015-07-01,0,KNA
Jobs,2015-08-01,0,KNA
Jobs,2015-09-01,0,KNA
Jobs,2011-05-01,15,KOR
Jobs,2011-06-01,3,KOR
Jobs,2011-07-01,0,KOR
Jobs,2011-08-01,0,KOR
Jobs,2011-09-01,2,KOR
Jobs,2011-10-01,2,KOR
Jobs,2011-11-01,5,KOR
Jobs,2011-12-01,0,KOR
Jobs,2012-01-01,1,KOR
Jobs,2012-02-01,4,KOR
Jobs,2012-03-01,2,KOR
Jobs,2012-04-01,1,KOR
Jobs,2012-05-01,6,KOR
Jobs,2012-06-01,6,KOR
Jobs,2012-07-01,2,KOR
Jobs,2012-08-01,2,KOR
Jobs,2012-09-01,2,KOR
Jobs,2012-10-01,2,KOR
Jobs,2012-11-01,2,KOR
Jobs,2012-12-01,2,KOR
Jobs,2013-01-01,4,KOR
Jobs,2013-02-01,5,KOR
Jobs,2013-03-01,11,KOR
Jobs,2013-04-01,3,KOR
Jobs,2013-05-01,13,KOR
Jobs,2013-06-01,8,KOR
Jobs,2013-07-01,2,KOR
Jobs,2013-08-01,2,KOR
Jobs,2013-09-01,4,KOR
Jobs,2013-10-01,4,KOR
Jobs,2013-11-01,3,KOR
Jobs,2013-12-01,3,KOR
Jobs,2014-01-01,5,KOR
Jobs,2014-02-01,4,KOR
Jobs,2014-03-01,4,KOR
Jobs,2014-04-01,7,KOR
Jobs,2014-05-01,14,KOR
Jobs,2014-06-01,7,KOR
Jobs,2014-07-01,2,KOR
Jobs,2014-08-01,4,KOR
Jobs,2014-09-01,5,KOR
Jobs,2014-10-01,5,KOR
Jobs,2014-11-01,3,KOR
Jobs,2014-12-01,9,KOR
Jobs,2015-01-01,4,KOR
Jobs,2015-02-01,3,KOR
Jobs,2015-03-01,5,KOR
Jobs,2015-04-01,3,KOR
Jobs,2015-05-01,8,KOR
Jobs,2015-06-01,8,KOR
Jobs,2015-07-01,5,KOR
Jobs,2015-08-01,3,KOR
Jobs,2015-09-01,2,KOR
Jobs,2011-05-01,0,KWT
Jobs,2011-06-01,0,KWT
Jobs,2011-07-01,0,KWT
Jobs,2011-08-01,0,KWT
Jobs,2011-09-01,0,KWT
Jobs,2011-10-01,0,KWT
Jobs,2011-11-01,0,KWT
Jobs,2011-12-01,0,KWT
Jobs,2012-01-01,0,KWT
Jobs,2012-02-01,0,KWT
Jobs,2012-03-01,0,KWT
Jobs,2012-04-01,0,KWT
Jobs,2012-05-01,0,KWT
Jobs,2012-06-01,0,KWT
Jobs,2012-07-01,0,KWT
Jobs,2012-08-01,0,KWT
Jobs,2012-09-01,0,KWT
Jobs,2012-10-01,0,KWT
Jobs,2012-11-01,0,KWT
Jobs,2012-12-01,0,KWT
Jobs,2013-01-01,0,KWT
Jobs,2013-02-01,1,KWT
Jobs,2013-03-01,0,KWT
Jobs,2013-04-01,0,KWT
Jobs,2013-05-01,0,KWT
Jobs,2013-06-01,0,KWT
Jobs,2013-07-01,1,KWT
Jobs,2013-08-01,1,KWT
Jobs,2013-09-01,1,KWT
Jobs,2013-10-01,0,KWT
Jobs,2013-11-01,0,KWT
Jobs,2013-12-01,0,KWT
Jobs,2014-01-01,1,KWT
Jobs,2014-02-01,1,KWT
Jobs,2014-03-01,1,KWT
Jobs,2014-04-01,0,KWT
Jobs,2014-05-01,0,KWT
Jobs,2014-06-01,0,KWT
Jobs,2014-07-01,0,KWT
Jobs,2014-08-01,1,KWT
Jobs,2014-09-01,0,KWT
Jobs,2014-10-01,0,KWT
Jobs,2014-11-01,0,KWT
Jobs,2014-12-01,0,KWT
Jobs,2015-01-01,0,KWT
Jobs,2015-02-01,0,KWT
Jobs,2015-03-01,0,KWT
Jobs,2015-04-01,0,KWT
Jobs,2015-05-01,0,KWT
Jobs,2015-06-01,0,KWT
Jobs,2015-07-01,0,KWT
Jobs,2015-08-01,0,KWT
Jobs,2015-09-01,0,KWT
Jobs,2011-05-01,0,LAO
Jobs,2011-06-01,0,LAO
Jobs,2011-07-01,0,LAO
Jobs,2011-08-01,0,LAO
Jobs,2011-09-01,0,LAO
Jobs,2011-10-01,0,LAO
Jobs,2011-11-01,0,LAO
Jobs,2011-12-01,0,LAO
Jobs,2012-01-01,0,LAO
Jobs,2012-02-01,0,LAO
Jobs,2012-03-01,0,LAO
Jobs,2012-04-01,0,LAO
Jobs,2012-05-01,0,LAO
Jobs,2012-06-01,0,LAO
Jobs,2012-07-01,0,LAO
Jobs,2012-08-01,0,LAO
Jobs,2012-09-01,0,LAO
Jobs,2012-10-01,0,LAO
Jobs,2012-11-01,0,LAO
Jobs,2012-12-01,0,LAO
Jobs,2013-01-01,0,LAO
Jobs,2013-02-01,0,LAO
Jobs,2013-03-01,0,LAO
Jobs,2013-04-01,0,LAO
Jobs,2013-05-01,0,LAO
Jobs,2013-06-01,0,LAO
Jobs,2013-07-01,0,LAO
Jobs,2013-08-01,0,LAO
Jobs,2013-09-01,0,LAO
Jobs,2013-10-01,0,LAO
Jobs,2013-11-01,0,LAO
Jobs,2013-12-01,0,LAO
Jobs,2014-01-01,0,LAO
Jobs,2014-02-01,0,LAO
Jobs,2014-03-01,0,LAO
Jobs,2014-04-01,0,LAO
Jobs,2014-05-01,0,LAO
Jobs,2014-06-01,0,LAO
Jobs,2014-07-01,0,LAO
Jobs,2014-08-01,0,LAO
Jobs,2014-09-01,0,LAO
Jobs,2014-10-01,0,LAO
Jobs,2014-11-01,0,LAO
Jobs,2014-12-01,0,LAO
Jobs,2015-01-01,0,LAO
Jobs,2015-02-01,0,LAO
Jobs,2015-03-01,0,LAO
Jobs,2015-04-01,0,LAO
Jobs,2015-05-01,0,LAO
Jobs,2015-06-01,0,LAO
Jobs,2015-07-01,0,LAO
Jobs,2015-08-01,0,LAO
Jobs,2015-09-01,0,LAO
Jobs,2011-05-01,1,LBN
Jobs,2011-06-01,0,LBN
Jobs,2011-07-01,0,LBN
Jobs,2011-08-01,0,LBN
Jobs,2011-09-01,0,LBN
Jobs,2011-10-01,0,LBN
Jobs,2011-11-01,0,LBN
Jobs,2011-12-01,0,LBN
Jobs,2012-01-01,0,LBN
Jobs,2012-02-01,0,LBN
Jobs,2012-03-01,0,LBN
Jobs,2012-04-01,0,LBN
Jobs,2012-05-01,0,LBN
Jobs,2012-06-01,2,LBN
Jobs,2012-07-01,0,LBN
Jobs,2012-08-01,0,LBN
Jobs,2012-09-01,0,LBN
Jobs,2012-10-01,1,LBN
Jobs,2012-11-01,0,LBN
Jobs,2012-12-01,0,LBN
Jobs,2013-01-01,0,LBN
Jobs,2013-02-01,0,LBN
Jobs,2013-03-01,1,LBN
Jobs,2013-04-01,0,LBN
Jobs,2013-05-01,11,LBN
Jobs,2013-06-01,3,LBN
Jobs,2013-07-01,0,LBN
Jobs,2013-08-01,0,LBN
Jobs,2013-09-01,0,LBN
Jobs,2013-10-01,2,LBN
Jobs,2013-11-01,0,LBN
Jobs,2013-12-01,0,LBN
Jobs,2014-01-01,0,LBN
Jobs,2014-02-01,3,LBN
Jobs,2014-03-01,1,LBN
Jobs,2014-04-01,1,LBN
Jobs,2014-05-01,3,LBN
Jobs,2014-06-01,0,LBN
Jobs,2014-07-01,0,LBN
Jobs,2014-08-01,1,LBN
Jobs,2014-09-01,0,LBN
Jobs,2014-10-01,0,LBN
Jobs,2014-11-01,0,LBN
Jobs,2014-12-01,0,LBN
Jobs,2015-01-01,0,LBN
Jobs,2015-02-01,0,LBN
Jobs,2015-03-01,0,LBN
Jobs,2015-04-01,0,LBN
Jobs,2015-05-01,0,LBN
Jobs,2015-06-01,0,LBN
Jobs,2015-07-01,0,LBN
Jobs,2015-08-01,0,LBN
Jobs,2015-09-01,0,LBN
Jobs,2011-05-01,0,LBY
Jobs,2011-06-01,0,LBY
Jobs,2011-07-01,0,LBY
Jobs,2011-08-01,0,LBY
Jobs,2011-09-01,0,LBY
Jobs,2011-10-01,0,LBY
Jobs,2011-11-01,0,LBY
Jobs,2011-12-01,0,LBY
Jobs,2012-01-01,0,LBY
Jobs,2012-02-01,0,LBY
Jobs,2012-03-01,0,LBY
Jobs,2012-04-01,0,LBY
Jobs,2012-05-01,0,LBY
Jobs,2012-06-01,0,LBY
Jobs,2012-07-01,0,LBY
Jobs,2012-08-01,0,LBY
Jobs,2012-09-01,0,LBY
Jobs,2012-10-01,0,LBY
Jobs,2012-11-01,0,LBY
Jobs,2012-12-01,0,LBY
Jobs,2013-01-01,0,LBY
Jobs,2013-02-01,0,LBY
Jobs,2013-03-01,0,LBY
Jobs,2013-04-01,0,LBY
Jobs,2013-05-01,1,LBY
Jobs,2013-06-01,0,LBY
Jobs,2013-07-01,0,LBY
Jobs,2013-08-01,0,LBY
Jobs,2013-09-01,0,LBY
Jobs,2013-10-01,0,LBY
Jobs,2013-11-01,0,LBY
Jobs,2013-12-01,0,LBY
Jobs,2014-01-01,0,LBY
Jobs,2014-02-01,0,LBY
Jobs,2014-03-01,0,LBY
Jobs,2014-04-01,0,LBY
Jobs,2014-05-01,1,LBY
Jobs,2014-06-01,0,LBY
Jobs,2014-07-01,0,LBY
Jobs,2014-08-01,0,LBY
Jobs,2014-09-01,0,LBY
Jobs,2014-10-01,0,LBY
Jobs,2014-11-01,0,LBY
Jobs,2014-12-01,0,LBY
Jobs,2015-01-01,0,LBY
Jobs,2015-02-01,0,LBY
Jobs,2015-03-01,0,LBY
Jobs,2015-04-01,0,LBY
Jobs,2015-05-01,0,LBY
Jobs,2015-06-01,0,LBY
Jobs,2015-07-01,0,LBY
Jobs,2015-08-01,0,LBY
Jobs,2015-09-01,0,LBY
Jobs,2011-05-01,0,LCA
Jobs,2011-06-01,0,LCA
Jobs,2011-07-01,0,LCA
Jobs,2011-08-01,0,LCA
Jobs,2011-09-01,0,LCA
Jobs,2011-10-01,0,LCA
Jobs,2011-11-01,0,LCA
Jobs,2011-12-01,0,LCA
Jobs,2012-01-01,0,LCA
Jobs,2012-02-01,0,LCA
Jobs,2012-03-01,0,LCA
Jobs,2012-04-01,0,LCA
Jobs,2012-05-01,0,LCA
Jobs,2012-06-01,0,LCA
Jobs,2012-07-01,0,LCA
Jobs,2012-08-01,0,LCA
Jobs,2012-09-01,0,LCA
Jobs,2012-10-01,0,LCA
Jobs,2012-11-01,0,LCA
Jobs,2012-12-01,0,LCA
Jobs,2013-01-01,0,LCA
Jobs,2013-02-01,0,LCA
Jobs,2013-03-01,0,LCA
Jobs,2013-04-01,0,LCA
Jobs,2013-05-01,0,LCA
Jobs,2013-06-01,0,LCA
Jobs,2013-07-01,0,LCA
Jobs,2013-08-01,0,LCA
Jobs,2013-09-01,0,LCA
Jobs,2013-10-01,0,LCA
Jobs,2013-11-01,0,LCA
Jobs,2013-12-01,0,LCA
Jobs,2014-01-01,0,LCA
Jobs,2014-02-01,0,LCA
Jobs,2014-03-01,0,LCA
Jobs,2014-04-01,0,LCA
Jobs,2014-05-01,0,LCA
Jobs,2014-06-01,0,LCA
Jobs,2014-07-01,0,LCA
Jobs,2014-08-01,0,LCA
Jobs,2014-09-01,0,LCA
Jobs,2014-10-01,0,LCA
Jobs,2014-11-01,0,LCA
Jobs,2014-12-01,0,LCA
Jobs,2015-01-01,0,LCA
Jobs,2015-02-01,0,LCA
Jobs,2015-03-01,0,LCA
Jobs,2015-04-01,0,LCA
Jobs,2015-05-01,0,LCA
Jobs,2015-06-01,0,LCA
Jobs,2015-07-01,0,LCA
Jobs,2015-08-01,0,LCA
Jobs,2015-09-01,0,LCA
Jobs,2011-05-01,0,LIE
Jobs,2011-06-01,0,LIE
Jobs,2011-07-01,0,LIE
Jobs,2011-08-01,0,LIE
Jobs,2011-09-01,0,LIE
Jobs,2011-10-01,0,LIE
Jobs,2011-11-01,0,LIE
Jobs,2011-12-01,0,LIE
Jobs,2012-01-01,0,LIE
Jobs,2012-02-01,0,LIE
Jobs,2012-03-01,0,LIE
Jobs,2012-04-01,0,LIE
Jobs,2012-05-01,0,LIE
Jobs,2012-06-01,0,LIE
Jobs,2012-07-01,0,LIE
Jobs,2012-08-01,0,LIE
Jobs,2012-09-01,0,LIE
Jobs,2012-10-01,0,LIE
Jobs,2012-11-01,1,LIE
Jobs,2012-12-01,0,LIE
Jobs,2013-01-01,0,LIE
Jobs,2013-02-01,0,LIE
Jobs,2013-03-01,0,LIE
Jobs,2013-04-01,0,LIE
Jobs,2013-05-01,1,LIE
Jobs,2013-06-01,0,LIE
Jobs,2013-07-01,0,LIE
Jobs,2013-08-01,0,LIE
Jobs,2013-09-01,0,LIE
Jobs,2013-10-01,0,LIE
Jobs,2013-11-01,0,LIE
Jobs,2013-12-01,0,LIE
Jobs,2014-01-01,0,LIE
Jobs,2014-02-01,0,LIE
Jobs,2014-03-01,0,LIE
Jobs,2014-04-01,0,LIE
Jobs,2014-05-01,0,LIE
Jobs,2014-06-01,0,LIE
Jobs,2014-07-01,0,LIE
Jobs,2014-08-01,0,LIE
Jobs,2014-09-01,0,LIE
Jobs,2014-10-01,0,LIE
Jobs,2014-11-01,0,LIE
Jobs,2014-12-01,0,LIE
Jobs,2015-01-01,0,LIE
Jobs,2015-02-01,0,LIE
Jobs,2015-03-01,0,LIE
Jobs,2015-04-01,0,LIE
Jobs,2015-05-01,0,LIE
Jobs,2015-06-01,0,LIE
Jobs,2015-07-01,0,LIE
Jobs,2015-08-01,0,LIE
Jobs,2015-09-01,0,LIE
Jobs,2011-05-01,0,LKA
Jobs,2011-06-01,0,LKA
Jobs,2011-07-01,0,LKA
Jobs,2011-08-01,0,LKA
Jobs,2011-09-01,0,LKA
Jobs,2011-10-01,0,LKA
Jobs,2011-11-01,0,LKA
Jobs,2011-12-01,0,LKA
Jobs,2012-01-01,0,LKA
Jobs,2012-02-01,0,LKA
Jobs,2012-03-01,0,LKA
Jobs,2012-04-01,0,LKA
Jobs,2012-05-01,1,LKA
Jobs,2012-06-01,0,LKA
Jobs,2012-07-01,0,LKA
Jobs,2012-08-01,0,LKA
Jobs,2012-09-01,0,LKA
Jobs,2012-10-01,0,LKA
Jobs,2012-11-01,0,LKA
Jobs,2012-12-01,0,LKA
Jobs,2013-01-01,1,LKA
Jobs,2013-02-01,1,LKA
Jobs,2013-03-01,0,LKA
Jobs,2013-04-01,0,LKA
Jobs,2013-05-01,3,LKA
Jobs,2013-06-01,1,LKA
Jobs,2013-07-01,0,LKA
Jobs,2013-08-01,0,LKA
Jobs,2013-09-01,1,LKA
Jobs,2013-10-01,0,LKA
Jobs,2013-11-01,1,LKA
Jobs,2013-12-01,0,LKA
Jobs,2014-01-01,1,LKA
Jobs,2014-02-01,0,LKA
Jobs,2014-03-01,0,LKA
Jobs,2014-04-01,1,LKA
Jobs,2014-05-01,0,LKA
Jobs,2014-06-01,0,LKA
Jobs,2014-07-01,0,LKA
Jobs,2014-08-01,1,LKA
Jobs,2014-09-01,0,LKA
Jobs,2014-10-01,0,LKA
Jobs,2014-11-01,1,LKA
Jobs,2014-12-01,0,LKA
Jobs,2015-01-01,1,LKA
Jobs,2015-02-01,0,LKA
Jobs,2015-03-01,1,LKA
Jobs,2015-04-01,0,LKA
Jobs,2015-05-01,0,LKA
Jobs,2015-06-01,0,LKA
Jobs,2015-07-01,0,LKA
Jobs,2015-08-01,0,LKA
Jobs,2015-09-01,0,LKA
Jobs,2011-05-01,0,LSO
Jobs,2011-06-01,0,LSO
Jobs,2011-07-01,0,LSO
Jobs,2011-08-01,0,LSO
Jobs,2011-09-01,0,LSO
Jobs,2011-10-01,0,LSO
Jobs,2011-11-01,0,LSO
Jobs,2011-12-01,0,LSO
Jobs,2012-01-01,0,LSO
Jobs,2012-02-01,0,LSO
Jobs,2012-03-01,0,LSO
Jobs,2012-04-01,0,LSO
Jobs,2012-05-01,0,LSO
Jobs,2012-06-01,0,LSO
Jobs,2012-07-01,0,LSO
Jobs,2012-08-01,0,LSO
Jobs,2012-09-01,0,LSO
Jobs,2012-10-01,0,LSO
Jobs,2012-11-01,0,LSO
Jobs,2012-12-01,0,LSO
Jobs,2013-01-01,0,LSO
Jobs,2013-02-01,0,LSO
Jobs,2013-03-01,0,LSO
Jobs,2013-04-01,0,LSO
Jobs,2013-05-01,0,LSO
Jobs,2013-06-01,0,LSO
Jobs,2013-07-01,0,LSO
Jobs,2013-08-01,0,LSO
Jobs,2013-09-01,0,LSO
Jobs,2013-10-01,0,LSO
Jobs,2013-11-01,0,LSO
Jobs,2013-12-01,0,LSO
Jobs,2014-01-01,0,LSO
Jobs,2014-02-01,0,LSO
Jobs,2014-03-01,0,LSO
Jobs,2014-04-01,0,LSO
Jobs,2014-05-01,0,LSO
Jobs,2014-06-01,0,LSO
Jobs,2014-07-01,0,LSO
Jobs,2014-08-01,0,LSO
Jobs,2014-09-01,0,LSO
